id,tweet_text,time_will_tell,distrust_experts,too_fast_early_dev,natural_traditional_is_better,liberty_freedom,hidden_motives,scapegoat,defend_the_weak,wicked_fairness,none,source
845,"Considerable waning of third dose/first booster effectiveness against symptomatic Omicron infection takes place over time. By 20+ weeks, the protection is near zero. BA.5 is believed to be more evasive. source: UKHSA vaccine surveillance report as of June 16, 2022.",0,0,0,0,0,0,0,0,0,1,vaccine
846,"5 vaccines for clinically vulnerable in the UK is usual. I've had 2 Astra Zeneca, 2 Pfizer and a Moderna. My blood cancer disrupts the development of antibodies.I had the vaccines because some resistance is better than none. For more on Evusheld, go to",0,0,0,0,0,0,0,0,0,1,vaccine
847,You didn't say that about vaccines...,0,0,0,0,0,0,0,0,0,1,vaccine
848,Did you see the MILES OF PROTESTS and BILLIONS marching when they chanted 'My Body My Choice' regarding the vaccine? Or is that a convenient 'overlook' on your part in world governments ignoring it... just like the fed government did about RvW? Grab an oar child. We all rowing.,0,0,0,0,1,0,0,0,0,0,vaccine
849,"From the mandatory vaccine debate to the 'what is a woman' debate to the gun control debate, progressives have spent years carefully undermining every argument they had for a right to abortion.",0,0,0,0,1,0,0,0,0,0,vaccine
850,'pro-choice' unless it's vaccines,0,0,0,0,1,0,0,0,0,0,vaccine
851,"*? India's Cumulative COVID-19 Vaccination Coverage exceeds 196.94 Cr *? Over 3.62 Cr 1st dose vaccines administered for age group 12-14 years *? India's Active caseload currently stands at 91,779 ??",0,0,0,0,0,0,0,0,0,1,vaccine
852,.  reveals inside story of UK Vaccine Taskforce with Bingham and Hames. Find out more here:,0,0,0,0,0,0,0,0,0,1,vaccine
853,The Independent: Grocery chain Publix refuses to offer Covid-19 vaccines to children under five. via,0,0,0,0,0,0,0,0,0,1,vaccine
854,"Tomorrow at 4.30 is the judgment in Monica Smit & Ors v Cth & Ors. This is the challenge to lockdown orders & vaccine mandates. It's certainly a very novel case! New World Order, mass human experiment, torture... Here's a selection of passages from the court docs.",0,0,0,0,0,0,0,0,0,1,vaccine
855,"Yes... some of the 4 vaccine shots are indeed available to everyone... But not all 4 vaccines shots have been available to everyone, yet.",0,0,0,0,0,0,0,0,0,1,vaccine
856,"Helen referenced study about Spike Proteins for COVID, not vaccines 100% wrong There are TWO Spike Proteins. One generated by vaccine. And one produced by COVID They are TOTALLY different Since you're not a medical professional, listen to this video",0,0,0,0,0,0,0,0,0,1,vaccine
857,"Nearly 20 million lives were saved by COVID-19 vaccines during their first year, but even more deaths could have been prevented if international targets for the shots had been reached, researchers reported this week.",0,0,0,0,0,0,0,0,0,1,vaccine
858,"If you're against fake vaccines, don't get one. If you're against guns, don't get one. If you're against traditional marriage and White culture, don't participate in it. But you don't really mean this premise. So none of the above means anything to you. Leave our country.",0,0,0,0,1,0,0,0,0,0,vaccine
859,"In the case of vaccines, it is their body being injected. In the case of abortion, it is someone else's body being destroyed. Learn to think, thanks!",0,0,0,0,1,0,0,1,0,0,vaccine
860,"The 'Right to Chose' via twt before and now also on video, right from El Comandante !! Vaccine mandate is a choice.",0,0,0,0,1,0,0,0,0,0,vaccine
861,Democrats can't complain. Mandatory vaccine. Grooming children sexualy in school against parents rights. You lost the my body my choice,0,0,0,0,1,0,0,1,0,0,vaccine
862,LISTEN NOW TO: WAIT 'TIL YOU HEAR THIS! - Episode 4 CAPITALISM Is Guilty For Racism In America United Daughters of Confederacy (UDC) What If The People Are Wrong? A Vaccine Is No Silver Bullet Garlic Up Ya Life The African- American My Epiphany 06,0,0,0,0,0,0,1,0,0,0,vaccine
863,I thought its only in Pakistan but it seems worlwide. Let me bring in my conspirancy theory 'its vaccine,0,0,0,0,0,0,0,0,0,1,vaccine
864,What part of do you vaccine takers not understand. STOP TAKING THAT SHIT. The KILLER VACCINES. JUST STOP. THEY ARE FAKE & Will eventually KILL YOU,1,0,0,0,0,0,0,0,0,0,vaccine
865,Even when it comes to a vaccine?,0,0,0,0,0,0,0,0,0,1,vaccine
866,"Vaccines are bothe safe and effective At the end of the day it doesn't really matter what Moderna, or Oxford or Pfizer to you There is an objective truth on whether the vaccine is safe and how effective and that comes from the regulator:",0,0,0,0,0,0,0,0,0,1,vaccine
867,I wonder why there's more cancer ??? Climate change ? Vaccine mandates ? Both ?,0,0,0,0,0,0,1,0,0,0,vaccine
868,"Covid&booster response hope for most vulnerable A break in taking a common immune-suppressing drug could improve how well vaccines work, a trial suggests.",0,0,0,0,0,0,0,0,0,1,vaccine
869,Rinse and repeat We basically have let it run and don't have a vaccine Sounds like 2020,0,0,0,0,0,0,0,0,0,1,vaccine
870,"More from NAGO, this time about them protesting a vaccine clinic tomorrow.",0,0,0,0,0,0,0,0,0,1,vaccine
871,Is there a paper assessing myocarditis incidencene in subjects with breakthrough infection ? I am wondering if there is a protective vaccine effect as COVID associated mycarditis is much more pronounced than the ADR upon vaccination.,0,0,0,0,0,0,0,0,0,1,vaccine
872,1/2 a new way to push through vaccine passports (got to comments),0,0,0,0,0,0,0,0,0,1,vaccine
873,With routine vaccines early and often. And an assault rifle ban.,0,0,0,0,0,0,0,0,0,1,vaccine
874,Maroodijeeh Regional Health Coordinator for the Ministry of Health Development Dr. Abdiaziz Omer has announced that the Ministry of Health has launched the 9th round of COVID 19 Vaccination campaign in Maroodijeeh districts and urged the public to take the vaccine.,0,0,0,0,0,0,0,0,0,1,vaccine
875,"COVID-19 vaccine hesitancy among health service providers: A single centre experience from Karachi, Pakistan",0,0,0,0,0,0,0,0,0,1,vaccine
876,President Kenyatta: We need vaccines & investment to tip the scales against malaria  - Chair of  writes in  ahead of the  's 7th Replenishment conference this fall,0,0,0,0,0,0,0,0,0,1,vaccine
877,Arkansas Department of Health prepares for COVID-19 vaccine rollout for young children,0,0,0,0,0,0,0,0,0,1,vaccine
878,"Sinovac Biotech COVID-19 vaccine conditionally registered in South Africa See the rest of the story here. provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming n...",0,0,0,0,0,0,0,0,0,1,vaccine
879,"Our participants raised their chickens from Day-Old-Chicks with 0.1% mortality. They brooded the birds, administer vaccines and medication, fed them ad-lib, slaughter, processed and used the remains for compost. Their produce is out competing imported frozen chickens.",0,0,0,1,0,0,0,0,0,0,vaccine
880,"In collaboration with UNICEF, the Scouts, Guides, Rovers, Rangers of Korba, knocking from door to door with the general public, are discussing, taking information about Covid vaccination. Those who do not get a 1st vaccine, 2nd, booster dose are being encouraged to get vaccinated",0,0,0,0,0,0,0,0,0,1,vaccine
881,Really? What about your vaccine policy?,0,0,0,0,0,0,0,0,0,1,vaccine
882,Throwing away kids' COVID vaccines is criminal. Blame anti-vaxx messaging | The Miami Herald Editorial Board / Vaccines save lives,0,0,0,0,0,0,0,0,0,1,vaccine
883,People are responding to this with 'but vaccine mandates' and I can't.,0,0,0,0,0,0,0,0,0,1,vaccine
884,"Except for vaccines, right?",0,0,0,0,0,0,0,0,0,1,vaccine
885,Nog een artikel van de pro-vax kant: 'The Pfizer and Moderna COVID-19 vaccines are the first vaccines to be activated by mRNA - and would not have been possible without the invention of the gene editing technology known as CRISPR.,0,0,0,0,0,0,0,0,0,1,vaccine
886,PSA_National:  Senior Pharmacist Strategic Policy  Speaking on Vaccine Preventable Diseases in people living with Chronic Respiratory Diseases 9pm AEST 29th June 2022  Register Now ??,0,0,0,0,0,0,0,0,0,1,vaccine
887,"'The vaccine mandate hinders some people who are generally willing to get the shot from taking the booster, the idea being: I'm not going to be told what to do,' said Rauch.",0,0,0,0,1,0,0,0,0,0,vaccine
888,"Natural Immunity WITH NO FAKE VACCINE ADDED provides THE BEST LONGEST LASTING IMMUNITY&gt,LIKE WE SAID!",0,0,0,1,0,0,0,0,0,0,vaccine
889,"RT guardianscience 'Covid vaccines cut global death toll by 20m in first year, study finds '",0,0,0,0,0,0,0,0,0,1,vaccine
890,You claim your freedom is being threatened for vaccines and masks... then force people to give up their freedom to choose abortion. We know what you're really doing. Stop forcing your religious views on people!,0,0,0,0,1,0,0,0,0,0,vaccine
891,Bs bheem ka name use karo baki unki thoughts to gaye bhaad mei. This is today's politics.,0,0,0,0,0,0,0,0,0,1,vaccine
892,Have a blessed Sunday.,0,0,0,0,0,0,0,0,0,1,vaccine
893,World Council for Health Calls for Global Removal of COVID-19 Vaccines,0,0,0,0,0,0,0,0,0,1,vaccine
894,"Fair enough. However, I am not here to discuss the public health science behind vaccine mandates during a global health crisis. This is about not forcing women into pregnancy which over a dozen states with trigger laws will now do.",0,0,0,0,1,0,0,0,0,0,vaccine
895,Boris Johnson's failure in Covid 19 vaccine rollout revealed ????????????????????,0,0,0,0,0,0,0,0,0,1,vaccine
896,How about mandating vaccines that's acceptable...since your getting a cut of the profits...,0,0,0,0,0,1,0,0,0,0,vaccine
897,hits the spot,0,0,0,0,0,0,0,0,0,1,vaccine
898,. Which vaccines absolutely do.,0,0,0,0,0,0,0,0,0,1,vaccine
899,"Global Health NOW: COVID-19 Vaccines Could Have Saved Millions More, Working Around a Neonatal Nursing Shortage, and Underdog Gets His Trumpet Call:",0,0,0,0,0,0,0,0,0,1,vaccine
900,"You didn't take his vaccine did you?? No wonder you are so angrified. It's known to cause blurting, narcissistic rage, and delusions of grandeur. Sad.",0,0,0,0,0,0,0,0,0,1,vaccine
901,Updating the vaccine,0,0,0,0,0,0,0,0,0,1,vaccine
902,What is the survival rate? How many more wasted vaccines that no body wants?,0,0,0,0,0,0,0,0,0,1,vaccine
903,"Yup, bur I'm sure u aren't and need those vaccines. Pls get your boosters and it would give you the best protection it could give you and you'll be smiling soon. So asap get those shots ok.",0,0,0,0,0,0,0,0,0,1,vaccine
904,It's free! (Paid for by the taxpayer). Ardern's Govt has about 5 million Covid vaccines that NZers are not interested to take.,0,0,0,0,0,0,0,0,0,1,vaccine
905,Home-made vaccine for cervical cancer may be rolled out this year.,0,0,0,0,0,0,0,0,0,1,vaccine
906,"How about a more up-to-date Lancet article published June 23, 2022, Watson et al (2022). Here is their conclusion: 'COVID-19 vaccination has substantially altered the course of the pandemic, saving tens of millions of lives globally.' Vaccines work.",0,0,0,0,0,0,0,0,0,1,vaccine
907,I don't want to hear one more complaint about COVID vaccines. 20 million lives saved in the first year. Unreal,0,0,0,0,0,0,0,0,0,1,vaccine
908,This what I remember about the vaccines,0,0,0,0,0,0,0,0,0,1,vaccine
909,taxation without representation is theft Especially while JT makes big $ from investments in vaccines & all his corruption    Time Canadians STOP paying ALL taxes,0,0,0,0,0,1,0,0,0,0,vaccine
910,The vaccine is doing what it was designed to do,0,0,0,0,0,0,0,0,0,1,vaccine
911,Can't believe Cole Beasley still a FA (Most likely cuz of the vaccine tweets) But outside that.. dudes a reliable WR out the slot plenty of teams could use that ?? CHI IND SEA He's ranked 4th in catch % (71.0) since 2012. BUF 3 Szn 100+ targets 164 Rec total 20' & 21',0,0,0,0,0,0,0,0,0,1,vaccine
912,Her constitutional rights were violated being FORCED TO TAKE A VACCINE WHILE PREGNANT OR LOSE JOB never should have happened,0,0,0,0,1,0,0,1,0,0,vaccine
913,"Yes, vaccine mandates implied:",0,0,0,0,0,0,0,0,0,1,vaccine
914,Hes too busy baby sitting Ukraine and keeping the War going instead of caring about BA5. Leaders r in denial putting $$ ahead of healthcare and pushing old vaccines. They said tweaking is easy so why not one now b4 lockdowns are enforced.,0,0,0,0,0,1,0,0,0,0,vaccine
915,LISTEN NOW TO: WAIT 'TIL YOU HEAR THIS! - Episode 4 CAPITALISM Is Guilty For Racism In America United Daughters of Confederacy (UDC) What If The People Are Wrong? A Vaccine Is No Silver Bullet Garlic Up Ya Life The African- American My Epiphany 09,0,0,0,0,0,0,1,0,0,0,vaccine
916,"Just stick with the facts, dumbledufus. How many vaccine deaths in the UK per day at present? There have been 50-200 per day covid deaths. What data on vaccine deaths do you have, Dr Misinformation?",0,0,0,0,0,0,0,0,0,1,vaccine
917,"Where in our history have we gay people gone about battering, butchering and hurting other gays? You know who does that? Straight men!! Yet here you are smiling like a damn fool when this straight man repeatedly says 'you gay people. Straight men can fuck off - so can you ??""",0,0,0,0,0,0,1,0,0,0,vaccine
918,Children who receive a COVID-19 vaccine may experience some side effects. These are expected and indicate that your child's immune system is mounting a response to the vaccine. Learn more about reducing vaccine side effects in kids: .,0,0,0,0,0,0,0,0,0,1,vaccine
919,"Imagine thinking that the layman's definition on the CDC's website is 'the' definition of vaccine. Rather than, the FDA's definition. You know...the organization responsible for classifying pharmaceuticals... The definition hasn't changed since 1999.",0,0,0,0,0,0,0,0,0,1,vaccine
920,"Gas prices are higher than the US all over the world and even if that wasn't the case, how do they correlate? Gas prices and basic human rights according to the UN are not equal. Again conservatives only care about any thing when it directly affects them",0,0,0,0,0,0,0,0,0,1,vaccine
921,"You mean, like you did with vaccines?! Or how you froze the bank accounts of truckers?!",0,0,0,0,0,1,0,0,0,0,vaccine
